code_commune;latitude;longitude;nom_commune;code_departement;code_region;coordonnees
1001;46.1534255214;4.92611354223;Abergement-Clémenciat;1;84;Point(4.92611354223 46.1534255214)
1002;46.0091878776;5.42801696363;Abergement-de-Varey;1;84;Point(5.42801696363 46.0091878776)
1004;45.9608475114;5.3729257777;Ambérieu-en-Bugey;1;84;Point(5.3729257777 45.9608475114)
1005;45.9961799872;4.91227250796;Ambérieux-en-Dombes;1;84;Point(4.91227250796 45.9961799872)
1006;45.7494989044;5.59432017366;Ambléon;1;84;Point(5.59432017366 45.7494989044)
1007;46.0055913782;5.35760660735;Ambronay;1;84;Point(5.35760660735 46.0055913782)
1008;45.9367134524;5.3328092349;Ambutrix;1;84;Point(5.3328092349 45.9367134524)
1009;45.7873565333;5.65788307924;Andert-et-Condon;1;84;Point(5.65788307924 45.7873565333)
1010;45.9093715116;5.79516005674;Anglefort;1;84;Point(5.79516005674 45.9093715116)
1011;46.2054981558;5.65781475272;Apremont;1;84;Point(5.65781475272 46.2054981558)
1012;46.0015344029;5.51130637511;Aranc;1;84;Point(5.51130637511 46.0015344029)
1013;45.8908155275;5.49870439091;Arandas;1;84;Point(5.49870439091 45.8908155275)
1014;46.2834936005;5.69061651221;Arbent;1;84;Point(5.69061651221 46.2834936005)
1015;45.7237621545;5.65263086429;Arboys en Bugey;1;84;Point(5.65263086429 45.7237621545)
1016;46.4776762988;4.9599416863;Arbigny;1;84;Point(4.9599416863 46.4776762988)
1017;45.9337182132;5.48251100314;Argis;1;84;Point(5.48251100314 45.9337182132)
1019;45.8541838459;5.58357838695;Armix;1;84;Point(5.58357838695 45.8541838459)
1021;45.9934611;4.82199649494;Ars-sur-Formans;1;84;Point(4.82199649494 45.9934611)
1022;45.8695891748;5.69065283943;Artemare;1;84;Point(5.69065283943 45.8695891748)
1023;46.3857281418;4.88387478623;Asnières-sur-Saône;1;84;Point(4.88387478623 46.3857281418)
1024;46.2861802203;5.1795233845;Attignat;1;84;Point(5.1795233845 46.2861802203)
1025;46.3233203302;4.9528678933;Bâgé-Dommartin;1;84;Point(4.9528678933 46.3233203302)
1026;46.3077069231;4.92862084189;Bâgé-le-Châtel;1;84;Point(4.92862084189 46.3077069231)
1027;45.8311226453;5.10780019249;Balan;1;84;Point(5.10780019249 45.8311226453)
1028;46.1141214445;4.90146475101;Baneins;1;84;Point(4.90146475101 46.1141214445)
1029;46.4288360203;5.26003405676;Beaupont;1;84;Point(5.26003405676 46.4288360203)
1030;46.0008580204;4.75600664694;Beauregard;1;84;Point(4.75600664694 46.0008580204)
1031;46.2373497134;5.6360052884;Bellignat;1;84;Point(5.6360052884 46.2373497134)
1032;45.8591464826;5.13989505865;Béligneux;1;84;Point(5.13989505865 45.8591464826)
1033;46.1067901755;5.83202736464;Bellegarde-sur-Valserine;1;84;Point(5.83202736464 46.1067901755)
1034;45.7494697806;5.68412365526;Belley;1;84;Point(5.68412365526 45.7494697806)
1035;46.2530316409;5.78471723698;Belleydoux;1;84;Point(5.78471723698 46.2530316409)
1036;45.8847475883;5.65115788055;Belmont-Luthézieu;1;84;Point(5.65115788055 45.8847475883)
1037;45.8374974718;5.48285330863;Bénonces;1;84;Point(5.48285330863 45.8374974718)
1038;46.3188629218;5.28253433405;Bény;1;84;Point(5.28253433405 46.3188629218)
1039;45.8568920052;5.75220315052;Béon;1;84;Point(5.75220315052 45.8568920052)
1040;46.3674371012;5.04021655965;Béréziat;1;84;Point(5.04021655965 46.3674371012)
1041;45.9368718303;5.36667617009;Bettant;1;84;Point(5.36667617009 45.9368718303)
1042;46.2191748844;4.84642690241;Bey;1;84;Point(4.84642690241 46.2191748844)
1043;45.8390325448;4.99738002182;Beynost;1;84;Point(4.99738002182 45.8390325448)
1044;46.0791346715;5.76591818163;Billiat;1;84;Point(5.76591818163 46.0791346715)
1045;45.9533995502;5.03666479984;Birieux;1;84;Point(5.03666479984 45.9533995502)
1046;46.2266794269;4.94084673168;Biziat;1;84;Point(4.94084673168 46.2266794269)
1047;45.8469686113;5.25166055884;Blyes;1;84;Point(5.25166055884 45.8469686113)
1049;45.8446213549;5.02783224111;Boisse;1;84;Point(5.02783224111 45.8446213549)
1050;46.3727973545;4.9989764059;Boissey;1;84;Point(4.9989764059 46.3727973545)
1051;46.1960338503;5.47095075411;Bolozon;1;84;Point(5.47095075411 46.1960338503)
1052;46.0232774841;4.99252709276;Bouligneux;1;84;Point(4.99252709276 46.0232774841)
1053;46.2051520382;5.24602125501;Bourg-en-Bresse;1;84;Point(5.24602125501 46.2051520382)
1054;45.8861934456;5.14349196896;Bourg-Saint-Christophe;1;84;Point(5.14349196896 45.8861934456)
1056;46.0363677631;5.46322744717;Boyeux-Saint-Jérôme;1;84;Point(5.46322744717 46.0363677631)
1057;46.4051688134;4.9135797178;Boz;1;84;Point(4.9135797178 46.4051688134)
1058;45.6416854652;5.61653371;Brégnier-Cordon;1;84;Point(5.61653371 45.6416854652)
1059;45.9500082947;5.7371892334;Brénaz;1;84;Point(5.7371892334 45.9500082947)
1060;46.0759940484;5.61418361314;Brénod;1;84;Point(5.61418361314 46.0759940484)
1061;45.7135069062;5.68998154517;Brens;1;84;Point(5.68998154517 45.7135069062)
1062;45.869423064;5.1009428902;Bressolles;1;84;Point(5.1009428902 45.869423064)
1063;46.1686327301;5.54656422194;Brion;1;84;Point(5.54656422194 46.1686327301)
1064;45.7708330939;5.48537461884;Briord;1;84;Point(5.48537461884 45.7708330939)
1065;46.2104135162;5.14487465017;Buellas;1;84;Point(5.14487465017 46.2104135162)
1066;45.8598709332;5.54609714598;Burbanche;1;84;Point(5.54609714598 45.8598709332)
1067;46.1256533435;5.49457379202;Ceignes;1;84;Point(5.49457379202 46.1256533435)
1068;46.0720202633;5.47577586118;Cerdon;1;84;Point(5.47577586118 46.0720202633)
1069;46.1337950959;5.26239539372;Certines;1;84;Point(5.26239539372 46.1337950959)
1071;46.315689376;6.0779844362;Cessy;1;84;Point(6.0779844362 46.315689376)
1072;46.1832170988;5.32007207542;Ceyzériat;1;84;Point(5.32007207542 46.1832170988)
1073;45.8335530148;5.71933090966;Ceyzérieu;1;84;Point(5.71933090966 45.8335530148)
1074;46.0076491739;5.16936568;Chalamont;1;84;Point(5.16936568 46.0076491739)
1075;46.0340545373;4.79853838574;Chaleins;1;84;Point(4.79853838574 46.0340545373)
1076;45.9533367734;5.53682505273;Chaley;1;84;Point(5.53682505273 45.9533367734)
1077;46.1221539654;5.45755377201;Challes-la-Montagne;1;84;Point(5.45755377201 46.1221539654)
1078;46.1768358327;5.97115092939;Challex;1;84;Point(5.97115092939 46.1768358327)
1079;45.9316447397;5.69321890072;Champagne-en-Valromey;1;84;Point(5.69321890072 45.9316447397)
1080;46.0198844188;5.60008759722;Champdor-Corcelles;1;84;Point(5.60008759722 46.0198844188)
1081;46.220365768;5.82233573131;Champfromier;1;84;Point(5.82233573131 46.220365768)
1082;46.005695299;5.76893393185;Chanay;1;84;Point(5.76893393185 46.005695299)
1083;46.0934984191;4.85473364691;Chaneins;1;84;Point(4.85473364691 46.0934984191)
1084;46.1861812234;5.02807719246;Chanoz-Châtenay;1;84;Point(5.02807719246 46.1861812234)
1085;46.0744536905;5.02162055898;Chapelle-du-Châtelard;1;84;Point(5.02162055898 46.0744536905)
1087;46.1856344066;5.6811896084;Charix;1;84;Point(5.6811896084 46.1856344066)
1088;45.8736786869;5.2211032563;Charnoz-sur-Ain;1;84;Point(5.2211032563 45.8736786869)
1089;45.9730390239;5.30754273532;Château-Gaillard;1;84;Point(5.30754273532 45.9730390239)
1090;46.0259402155;5.2048590395;Châtenay;1;84;Point(5.2048590395 46.0259402155)
1091;46.1293337743;5.770176021;Châtillon-en-Michaille;1;84;Point(5.770176021 46.1293337743)
1092;45.9748017433;5.2416027725;Châtillon-la-Palud;1;84;Point(5.2416027725 45.9748017433)
1093;46.1232390685;4.95810003714;Châtillon-sur-Chalaronne;1;84;Point(4.95810003714 46.1232390685)
1094;46.4379785193;5.00693749662;Chavannes-sur-Reyssouze;1;84;Point(5.00693749662 46.4379785193)
1095;46.2750157946;5.41649423093;Nivigne et Suran;1;84;Point(5.41649423093 46.2750157946)
1096;46.1991513767;5.0564069258;Chaveyriat;1;84;Point(5.0564069258 46.1991513767)
1097;45.8824049535;5.72499814516;Chavornay;1;84;Point(5.72499814516 45.8824049535)
1098;45.7925770617;5.68477063188;Chazey-Bons;1;84;Point(5.68477063188 45.7925770617)
1099;45.8929448968;5.25528498524;Chazey-sur-Ain;1;84;Point(5.25528498524 45.8929448968)
1100;45.8227204334;5.6050023969;Cheignieu-la-Balme;1;84;Point(5.6050023969 45.8227204334)
1101;46.1103512578;5.58116056005;Chevillard;1;84;Point(5.58116056005 46.1103512578)
1102;46.38249255;4.96288275972;Chevroux;1;84;Point(4.96288275972 46.38249255)
1103;46.283152935;6.04707941462;Chevry;1;84;Point(6.04707941462 46.283152935)
1104;46.222573373;5.87248105275;Chézery-Forens;1;84;Point(5.87248105275 46.222573373)
1105;45.922467454;4.88633786877;Civrieux;1;84;Point(4.88633786877 45.922467454)
1106;46.2003848172;5.45082526739;Cize;1;84;Point(5.45082526739 46.2003848172)
1107;45.902146623;5.43272695486;Cleyzieu;1;84;Point(5.43272695486 45.902146623)
1108;46.3866637865;5.3308227014;Coligny;1;84;Point(5.3308227014 46.3866637865)
1109;46.1419227898;5.90040256654;Collonges;1;84;Point(5.90040256654 46.1419227898)
1110;45.7361469025;5.62670101041;Colomieu;1;84;Point(5.62670101041 45.7361469025)
1111;45.8834810846;5.47541328981;Conand;1;84;Point(5.47541328981 45.8834810846)
1112;46.105831161;5.55568206762;Condamine;1;84;Point(5.55568206762 46.105831161)
1113;46.1538469834;5.08437171701;Condeissiat;1;84;Point(5.08437171701 46.1538469834)
1114;46.1543700156;5.83319395258;Confort;1;84;Point(5.83319395258 46.1543700156)
1115;46.270304175;5.05775217893;Confrançon;1;84;Point(5.05775217893 46.270304175)
1116;45.8009403071;5.62087768159;Contrevoz;1;84;Point(5.62087768159 45.8009403071)
1117;45.7253102173;5.60442351043;Conzieu;1;84;Point(5.60442351043 45.7253102173)
1118;45.9659473187;5.78961970355;Corbonod;1;84;Point(5.78961970355 45.9659473187)
1121;46.0336885573;5.49635755029;Corlier;1;84;Point(5.49635755029 46.0336885573)
1122;45.9442772826;5.60860828487;Cormaranche-en-Bugey;1;84;Point(5.60860828487 45.9442772826)
1123;46.2403530179;4.8276569593;Cormoranche-sur-Saône;1;84;Point(4.8276569593 46.2403530179)
1124;46.4336632942;5.22181275755;Cormoz;1;84;Point(5.22181275755 46.4336632942)
1125;46.2505107235;5.47152467919;Corveissiat;1;84;Point(5.47152467919 46.2505107235)
1127;46.3267864521;5.35558241812;Courmangoux;1;84;Point(5.35558241812 46.3267864521)
1128;46.4570082032;5.11128546723;Courtes;1;84;Point(5.11128546723 46.4570082032)
1129;45.9663793103;5.19490390871;Crans;1;84;Point(5.19490390871 45.9663793103)
1130;46.3130831891;5.17796707174;Cras-sur-Reyssouze;1;84;Point(5.17796707174 46.3130831891)
1133;45.7826434885;5.76546256637;Cressin-Rochefort;1;84;Point(5.76546256637 45.7826434885)
1134;46.283072336;4.87747971182;Crottet;1;84;Point(4.87747971182 46.283072336)
1135;46.2915659686;5.99510417092;Crozet;1;84;Point(5.99510417092 46.2915659686)
1136;46.2220588715;4.8752193513;Cruzilles-lès-Mépillat;1;84;Point(4.8752193513 46.2220588715)
1138;45.8559966843;5.78398308932;Culoz;1;84;Point(5.78398308932 45.8559966843)
1139;46.4885456881;5.16344336837;Curciat-Dongalon;1;84;Point(5.16344336837 46.4885456881)
1140;46.273150382;5.1020896267;Curtafond;1;84;Point(5.1020896267 46.273150382)
1141;45.8200002803;5.6765554896;Cuzieu;1;84;Point(5.6765554896 45.8200002803)
1142;45.8531616918;5.07289166803;Dagneux;1;84;Point(5.07289166803 45.8531616918)
1143;46.3756333495;6.1158647611;Divonne-les-Bains;1;84;Point(6.1158647611 46.3756333495)
1144;46.33627762;4.99863894;Dommartin;1;84;Point(4.99863894 46.33627762)
1145;46.0667883703;5.21665199666;Dompierre-sur-Veyle;1;84;Point(5.21665199666 46.0667883703)
1146;46.1415406621;4.90141714714;Dompierre-sur-Chalaronne;1;84;Point(4.90141714714 46.1415406621)
1147;46.4244066427;5.29313479651;Domsure;1;84;Point(5.29313479651 46.4244066427)
1148;46.3133221173;5.64146584117;Dortan;1;84;Point(5.64146584117 46.3133221173)
1149;45.984297392;5.37106901673;Douvres;1;84;Point(5.37106901673 45.984297392)
1150;46.2196603059;5.36799994918;Drom;1;84;Point(5.36799994918 46.2196603059)
1151;46.067579544;5.29361666429;Druillat;1;84;Point(5.29361666429 46.067579544)
1152;46.2271364137;5.73330448395;Échallon;1;84;Point(5.73330448395 46.2271364137)
1153;46.3160845207;6.01926187996;Échenevex;1;84;Point(6.01926187996 46.3160845207)
1154;46.3380891758;5.19286414645;Étrez;1;84;Point(5.19286414645 46.3380891758)
1155;45.965147537;5.50283599885;Évosges;1;84;Point(5.50283599885 45.965147537)
1156;45.9104942091;5.1249258559;Faramans;1;84;Point(5.1249258559 45.9104942091)
1157;46.020997974;4.7620080898;Fareins;1;84;Point(4.7620080898 46.020997974)
1158;46.166230455;5.90019477201;Farges;1;84;Point(5.90019477201 46.166230455)
1159;46.3365833672;4.88507050971;Feillens;1;84;Point(4.88507050971 46.3365833672)
1160;46.2519789243;6.10826403805;Ferney-Voltaire;1;84;Point(6.10826403805 46.2519789243)
1162;45.8113298005;5.74459048839;Flaxieu;1;84;Point(5.74459048839 45.8113298005)
1163;46.3784759782;5.18483641417;Foissiat;1;84;Point(5.18483641417 46.3784759782)
1165;46.0735946256;4.81293575559;Francheleins;1;84;Point(4.81293575559 46.0735946256)
1166;45.9939065077;4.78033196905;Frans;1;84;Point(4.78033196905 45.9939065077)
1167;46.2136224825;4.82843188743;Garnerans;1;84;Point(4.82843188743 46.2136224825)
1169;46.1201611728;4.79288195016;Genouilleux;1;84;Point(4.79288195016 46.1201611728)
1170;46.1896733539;5.55139781353;Béard-Géovreissiat;1;84;Point(5.55139781353 46.1896733539)
1171;46.2508621615;5.61271973915;Géovreisset;1;84;Point(5.61271973915 46.2508621615)
1172;46.3054983344;5.45012798616;Germagnat;1;84;Point(5.45012798616 46.3054983344)
1173;46.3471891747;6.04650555568;Gex;1;84;Point(6.04650555568 46.3471891747)
1174;46.2227121191;5.78049809256;Giron;1;84;Point(5.78049809256 46.2227121191)
1175;46.414943437;4.95120595427;Gorrevod;1;84;Point(4.95120595427 46.414943437)
1177;46.207387937;5.43318666027;Grand-Corent;1;84;Point(5.43318666027 46.207387937)
1179;46.2633634407;4.84621318847;Grièges;1;84;Point(4.84621318847 46.2633634407)
1180;46.3318810665;6.11366767978;Grilly;1;84;Point(6.11366767978 46.3318810665)
1181;46.2260039429;5.61095413441;Groissiat;1;84;Point(5.61095413441 46.2260039429)
1183;46.106624674;4.78159420118;Guéreins;1;84;Point(4.78159420118 46.106624674)
1184;46.1611241927;5.42944457639;Hautecourt-Romanèche;1;84;Point(5.42944457639 46.1611241927)
1185;45.9696520061;5.57627261783;Hauteville-Lompnes;1;84;Point(5.57627261783 45.9696520061)
1186;45.9061631889;5.54077986031;Hostiaz;1;84;Point(5.54077986031 45.9061631889)
1187;46.0317412192;5.70267027388;Haut Valromey;1;84;Point(5.70267027388 46.0317412192)
1188;46.1866986838;4.88840344003;Illiat;1;84;Point(4.88840344003 46.1866986838)
1189;46.0497734524;5.75991363273;Injoux-Génissiat;1;84;Point(5.75991363273 46.0497734524)
1190;45.7919647191;5.57389398559;Innimond;1;84;Point(5.57389398559 45.7919647191)
1191;46.0381623415;5.52447901164;Izenave;1;84;Point(5.52447901164 46.0381623415)
1192;46.2179780137;5.56258251719;Izernore;1;84;Point(5.56258251719 46.2179780137)
1193;45.6557496407;5.63909140794;Izieu;1;84;Point(5.63909140794 45.6557496407)
1194;45.9777239103;4.75984637871;Jassans-Riottier;1;84;Point(4.75984637871 45.9777239103)
1195;46.2150037064;5.31215372338;Jasseron;1;84;Point(5.31215372338 46.2150037064)
1196;46.3660828991;5.11429701617;Jayat;1;84;Point(5.11429701617 46.3660828991)
1197;46.1464982407;5.33452833151;Journans;1;84;Point(5.33452833151 46.1464982407)
1198;45.9499899849;5.10261326872;Joyeux;1;84;Point(5.10261326872 45.9499899849)
1199;46.0497041467;5.41094771899;Jujurieux;1;84;Point(5.41094771899 46.0497041467)
1200;46.0932491295;5.49438685213;Labalme;1;84;Point(5.49438685213 46.0932491295)
1202;45.8917015798;5.32917518895;Lagnieu;1;84;Point(5.32917518895 45.8917015798)
1203;46.2469919709;4.89933490972;Laiz;1;84;Point(4.89933490972 46.2469919709)
1204;46.1479592076;5.71829194244;Poizat-Lalleyriat;1;84;Point(5.71829194244 46.1479592076)
1205;46.1323202721;5.84050985141;Lancrans;1;84;Point(5.84050985141 46.1323202721)
1206;46.0544405897;5.54127421165;Lantenay;1;84;Point(5.54127421165 46.0544405897)
1207;45.9859131165;4.98196682865;Lapeyrouse;1;84;Point(4.98196682865 45.9859131165)
1208;45.8108837933;5.77267317838;Lavours;1;84;Point(5.77267317838 45.8108837933)
1209;46.1086518044;5.87649017888;Léaz;1;84;Point(5.87649017888 46.1086518044)
1210;46.2855010936;5.92927713771;Lélex;1;84;Point(5.92927713771 46.2855010936)
1211;46.1160216305;5.20200684747;Lent;1;84;Point(5.20200684747 46.1160216305)
1212;46.4114892731;5.15107164478;Lescheroux;1;84;Point(5.15107164478 46.4114892731)
1213;45.9269989549;5.2947657235;Leyment;1;84;Point(5.2947657235 45.9269989549)
1214;46.1624187428;5.47633297491;Leyssard;1;84;Point(5.47633297491 46.1624187428)
1215;46.0238143134;5.76236736492;Lhôpital;1;84;Point(5.76236736492 46.0238143134)
1216;45.7444141403;5.53602066955;Lhuis;1;84;Point(5.53602066955 45.7444141403)
1218;45.9302479879;5.7413126836;Lochieu;1;84;Point(5.7413126836 45.9302479879)
1219;45.8105943351;5.52320457866;Lompnas;1;84;Point(5.52320457866 45.8105943351)
1221;45.9690865613;5.65968816497;Lompnieu;1;84;Point(5.65968816497 45.9690865613)
1224;45.7921564114;5.21770971647;Loyettes;1;84;Point(5.21770971647 45.7921564114)
1225;46.061730034;4.78075207026;Lurcy;1;84;Point(4.78075207026 46.061730034)
1227;45.7754050255;5.71540945601;Magnieu;1;84;Point(5.71540945601 45.7754050255)
1228;46.1201642836;5.52854394238;Maillat;1;84;Point(5.52854394238 46.1201642836)
1229;46.3295545661;5.14386299599;Malafretaz;1;84;Point(5.14386299599 46.3295545661)
1230;46.4302754511;5.10675899732;Mantenay-Montlin;1;84;Point(5.10675899732 46.4302754511)
1231;46.3643830585;4.90242777155;Manziat;1;84;Point(4.90242777155 46.3643830585)
1232;46.3434312497;5.24374534963;Marboz;1;84;Point(5.24374534963 46.3434312497)
1233;45.7738495266;5.54985181107;Marchamp;1;84;Point(5.54985181107 45.7738495266)
1234;45.8010384947;5.71570352924;Marignieu;1;84;Point(5.71570352924 45.8010384947)
1235;46.0549073186;5.0741150816;Marlieux;1;84;Point(5.0741150816 46.0549073186)
1236;46.3409117711;5.06434294764;Marsonnas;1;84;Point(5.06434294764 46.3409117711)
1237;46.2030768095;5.61384033805;Martignat;1;84;Point(5.61384033805 46.2030768095)
1238;45.9094016817;4.82779660051;Massieux;1;84;Point(4.82779660051 45.9094016817)
1239;45.7571503942;5.7620535823;Massignieu-de-Rives;1;84;Point(5.7620535823 45.7571503942)
1240;46.2565319445;5.53958933702;Matafelon-Granges;1;84;Point(5.53958933702 46.2565319445)
1241;46.244997627;5.33594738489;Meillonnas;1;84;Point(5.33594738489 46.244997627)
1242;46.0648564341;5.44210660051;Mérignat;1;84;Point(5.44210660051 46.0648564341)
1243;46.0472670758;4.75935643933;Messimy-sur-Saône;1;84;Point(4.75935643933 46.0472670758)
1244;45.9060530318;5.20404833653;Meximieux;1;84;Point(5.20404833653 45.9060530318)
1245;46.1427060662;5.3780109646;Bohas-Meyriat-Rignat;1;84;Point(5.3780109646 46.1427060662)
1246;46.2423102101;5.04725416984;Mézériat;1;84;Point(5.04725416984 46.2423102101)
1247;46.3622451724;6.00902631941;Mijoux;1;84;Point(6.00902631941 46.3622451724)
1248;45.8955939299;4.92416967439;Mionnay;1;84;Point(4.92416967439 45.8955939299)
1249;45.8442099203;4.94106746787;Miribel;1;84;Point(4.94106746787 45.8442099203)
1250;45.9762325343;4.81028471711;Misérieux;1;84;Point(4.81028471711 45.9762325343)
1252;46.1446696076;4.820110702;Mogneneins;1;84;Point(4.820110702 46.1446696076)
1254;46.1686969123;5.27962107938;Montagnat;1;84;Point(5.27962107938 46.1686969123)
1255;45.799449019;5.46428608859;Montagnieu;1;84;Point(5.46428608859 45.799449019)
1257;46.17325293;5.79006091307;Montanges;1;84;Point(5.79006091307 46.17325293)
1258;46.0962893261;4.80453564172;Montceaux;1;84;Point(4.80453564172 46.0962893261)
1259;46.219333227;5.11149132074;Montcet;1;84;Point(5.11149132074 46.219333227)
1260;45.9287482486;5.07092815964;Montellier;1;84;Point(5.07092815964 45.9287482486)
1261;45.9622791838;4.94555984534;Monthieux;1;84;Point(4.94555984534 45.9622791838)
1262;45.8909006209;5.01987566185;Montluel;1;84;Point(5.01987566185 45.8909006209)
1263;46.0849573236;4.7608579486;Montmerle-sur-Saône;1;84;Point(4.7608579486 46.0849573236)
1264;46.1867200301;5.11706011755;Montracol;1;84;Point(5.11706011755 46.1867200301)
1265;46.1795688194;5.59510550127;Montréal-la-Cluse;1;84;Point(5.59510550127 46.1795688194)
1266;46.3252811442;5.11295966315;Montrevel-en-Bresse;1;84;Point(5.11295966315 46.3252811442)
1267;46.1830720992;5.51435812316;Nurieux-Volognat;1;84;Point(5.51435812316 46.1830720992)
1268;45.6420014274;5.66039684889;Murs-et-Gélignieux;1;84;Point(5.66039684889 45.6420014274)
1269;46.1537845403;5.61352793799;Nantua;1;84;Point(5.61352793799 46.1537845403)
1272;46.1567753049;5.00942432434;Neuville-les-Dames;1;84;Point(5.00942432434 46.1567753049)
1273;46.0909654813;5.37349784691;Neuville-sur-Ain;1;84;Point(5.37349784691 46.0909654813)
1274;46.1342937114;5.63714517869;Neyrolles;1;84;Point(5.63714517869 46.1342937114)
1275;45.8184192468;4.9309045685;Neyron;1;84;Point(4.9309045685 45.8184192468)
1276;45.8222941077;5.05949629195;Niévroz;1;84;Point(5.05949629195 45.8222941077)
1277;45.9999448244;5.45847815374;Nivollet-Montgriffon;1;84;Point(5.45847815374 45.9999448244)
1279;45.9651165469;5.47146617499;Oncieu;1;84;Point(5.47146617499 45.9651165469)
1280;45.8339690378;5.5395794296;Ordonnaz;1;84;Point(5.5395794296 45.8339690378)
1281;46.2774557513;6.09454723599;Ornex;1;84;Point(6.09454723599 46.2774557513)
1282;46.067796636;5.55697547429;Outriaz;1;84;Point(5.55697547429 46.067796636)
1283;46.2605435859;5.65344320923;Oyonnax;1;84;Point(5.65344320923 46.2605435859)
1284;46.3867168877;4.91805840196;Ozan;1;84;Point(4.91805840196 46.3867168877)
1285;45.9184267932;4.82747423402;Parcieux;1;84;Point(4.82747423402 45.9184267932)
1286;45.7437340183;5.73800737134;Parves et Nattages;1;84;Point(5.73800737134 45.7437340183)
1288;46.1913554154;5.91968751164;Péron;1;84;Point(5.91968751164 46.1913554154)
1289;46.1711903413;5.21802169564;Péronnas;1;84;Point(5.21802169564 46.1711903413)
1290;45.8803945768;5.17955874977;Pérouges;1;84;Point(5.17955874977 45.8803945768)
1291;46.2465065604;4.97464940331;Perrex;1;84;Point(4.97464940331 46.2465065604)
1293;46.1498184067;5.50572312284;Peyriat;1;84;Point(5.50572312284 46.1498184067)
1294;45.6762428663;5.67912809192;Peyrieu;1;84;Point(5.67912809192 45.6762428663)
1295;46.1226331853;4.82243226719;Peyzieux-sur-Saône;1;84;Point(4.82243226719 46.1226331853)
1296;46.385801285;5.27417594024;Pirajoux;1;84;Point(5.27417594024 46.385801285)
1297;45.8928509581;5.08915465965;Pizay;1;84;Point(5.08915465965 45.8928509581)
1298;46.1883038423;5.71763811249;Plagne;1;84;Point(5.71763811249 46.1883038423)
1299;46.0230264227;5.08912046926;Plantay;1;84;Point(5.08912046926 46.0230264227)
1301;46.2463108642;5.13794412439;Polliat;1;84;Point(5.13794412439 46.2463108642)
1302;45.7965373468;5.74794515549;Pollieu;1;84;Point(5.74794515549 45.7965373468)
1303;46.089530586;5.41681266947;Poncin;1;84;Point(5.41681266947 46.089530586)
1304;46.0542077091;5.34703652618;Pont-d'Ain;1;84;Point(5.34703652618 46.0542077091)
1305;46.4422864477;4.92862459427;Pont-de-Vaux;1;84;Point(4.92862459427 46.4422864477)
1306;46.2637215091;4.88186068102;Pont-de-Veyle;1;84;Point(4.88186068102 46.2637215091)
1307;46.155963139;5.57615832883;Port;1;84;Point(5.57615832883 46.155963139)
1308;46.1450914685;5.95100479291;Pougny;1;84;Point(5.95100479291 46.1450914685)
1309;46.3219301481;5.42318000482;Pouillat;1;84;Point(5.42318000482 46.3219301481)
1310;45.6806263123;5.64396081449;Prémeyzel;1;84;Point(5.64396081449 45.6806263123)
1311;45.876457149;5.56475010385;Prémillieu;1;84;Point(5.56475010385 45.876457149)
1313;46.25827228;6.07223251859;Prévessin-Moëns;1;84;Point(6.07223251859 46.25827228)
1314;46.0197521486;5.28523353803;Priay;1;84;Point(5.28523353803 46.0197521486)
1316;45.8176794806;5.64970405499;Pugieu;1;84;Point(5.64970405499 45.8176794806)
1317;46.1905550894;5.35572056985;Ramasse;1;84;Point(5.35572056985 46.1905550894)
1318;45.9673905154;4.86343025951;Rancé;1;84;Point(4.86343025951 45.9673905154)
1319;46.0843657897;4.94176845356;Relevant;1;84;Point(4.94176845356 46.0843657897)
1320;46.3077356023;4.8746938271;Replonges;1;84;Point(4.8746938271 46.3077356023)
1321;46.1615355815;5.33543916388;Revonnas;1;84;Point(5.33543916388 46.1615355815)
1322;45.9367652442;4.82840395968;Reyrieux;1;84;Point(4.82840395968 45.9367652442)
1323;46.4285569061;4.91285056272;Reyssouze;1;84;Point(4.91285056272 46.4285569061)
1325;45.9518762734;5.16936671105;Rignieux-le-Franc;1;84;Point(5.16936671105 45.9518762734)
1328;46.1237520756;5.0217131176;Romans;1;84;Point(5.0217131176 46.1237520756)
1329;45.8363854589;5.59926863007;Rossillon;1;84;Point(5.59926863007 45.8363854589)
1330;46.0037108867;5.65322391497;Ruffieu;1;84;Point(5.65322391497 46.0037108867)
1331;46.0983335519;5.45573839846;Saint-Alban;1;84;Point(5.45573839846 46.0983335519)
1332;46.298541568;4.91411565769;Saint-André-de-Bâgé;1;84;Point(4.91411565769 46.298541568)
1333;45.927001954;4.95373324492;Saint-André-de-Corcy;1;84;Point(4.95373324492 45.927001954)
1334;46.2140960915;4.91291358797;Saint-André-d'Huiriat;1;84;Point(4.91291358797 46.2140960915)
1335;46.1131399612;5.0802376895;Saint-André-le-Bouchoux;1;84;Point(5.0802376895 46.1131399612)
1336;46.1492410532;5.14175200148;Saint-André-sur-Vieux-Jonc;1;84;Point(5.14175200148 46.1492410532)
1337;46.4519173207;4.95309825903;Saint-Bénigne;1;84;Point(4.95309825903 46.4519173207)
1338;45.6891842277;5.5843972561;Groslée-Saint-Benoit;1;84;Point(5.5843972561 45.6891842277)
1339;45.9493830581;4.74276628471;Saint-Bernard;1;84;Point(4.74276628471 45.9493830581)
1341;45.7825741014;5.7326531461;Saint-Champ;1;84;Point(5.7326531461 45.7825741014)
1342;45.895522477;5.04935536228;Sainte-Croix;1;84;Point(5.04935536228 45.895522477)
1343;46.2754005606;4.96757105158;Saint-Cyr-sur-Menthon;1;84;Point(4.96757105158 46.2754005606)
